Date,meta_selic_432,cambio_dolar_1,ipca_mensal_433,saldo_credito_pj_20543,inadimplencia_pj_21086
2020-02-13,4.25,4.3389,,,
2020-02-14,4.25,4.3163,,,
2020-02-15,4.25,,,,
2020-02-16,4.25,,,,
2020-02-17,4.25,4.3157,,,
2020-02-18,4.25,4.3471,,,
2020-02-19,4.25,4.3728,,,
2020-02-20,4.25,4.3873,,,
2020-02-21,4.25,4.3924,,,
2020-02-22,4.25,,,,
2020-02-23,4.25,,,,
2020-02-24,4.25,,,,
2020-02-25,4.25,,,,
2020-02-26,4.25,4.4359,,,
2020-02-27,4.25,4.4764,,,
2020-02-28,4.25,4.4987,,,
2020-02-29,4.25,,,,
2020-03-01,4.25,,0.07,977105.0,2.44
2020-03-02,4.25,4.4946,,,
2020-03-03,4.25,4.4883,,,
2020-03-04,4.25,4.5258,,,
2020-03-05,4.25,4.6207,,,
2020-03-06,4.25,4.6459,,,
2020-03-07,4.25,,,,
2020-03-08,4.25,,,,
2020-03-09,4.25,4.7379,,,
2020-03-10,4.25,4.6693,,,
2020-03-11,4.25,4.6738,,,
2020-03-12,4.25,4.8833,,,
2020-03-13,4.25,4.7362,,,
2020-03-14,4.25,,,,
2020-03-15,4.25,,,,
2020-03-16,4.25,4.9471,,,
2020-03-17,4.25,5.0496,,,
2020-03-18,4.25,5.1107,,,
2020-03-19,3.75,5.1444,,,
2020-03-20,3.75,5.0248,,,
2020-03-21,3.75,,,,
2020-03-22,3.75,,,,
2020-03-23,3.75,5.0805,,,
2020-03-24,3.75,5.0713,,,
2020-03-25,3.75,5.0706,,,
2020-03-26,3.75,5.001,,,
2020-03-27,3.75,5.1109,,,
2020-03-28,3.75,,,,
2020-03-29,3.75,,,,
2020-03-30,3.75,5.1594,,,
2020-03-31,3.75,5.1987,,,
2020-04-01,3.75,5.2404,-0.31,991644.0,2.48
2020-04-02,3.75,5.2651,,,
2020-04-03,3.75,5.2997,,,
2020-04-04,3.75,,,,
2020-04-05,3.75,,,,
2020-04-06,3.75,5.2471,,,
2020-04-07,3.75,5.2217,,,
2020-04-08,3.75,5.2123,,,
2020-04-09,3.75,5.0779,,,
2020-04-10,3.75,,,,
2020-04-11,3.75,,,,
2020-04-12,3.75,,,,
2020-04-13,3.75,5.1824,,,
2020-04-14,3.75,5.1858,,,
2020-04-15,3.75,5.2579,,,
2020-04-16,3.75,5.2377,,,
2020-04-17,3.75,5.2573,,,
2020-04-18,3.75,,,,
2020-04-19,3.75,,,,
2020-04-20,3.75,5.2837,,,
2020-04-21,3.75,,,,
2020-04-22,3.75,5.3847,,,
2020-04-23,3.75,5.4467,,,
2020-04-24,3.75,5.651,,,
2020-04-25,3.75,,,,
2020-04-26,3.75,,,,
2020-04-27,3.75,5.6358,,,
2020-04-28,3.75,5.5683,,,
2020-04-29,3.75,5.4291,,,
2020-04-30,3.75,5.427,,,
2020-05-01,3.75,,-0.38,1001946.0,2.49
2020-05-02,3.75,,,,
2020-05-03,3.75,,,,
2020-05-04,3.75,5.5816,,,
2020-05-05,3.75,5.5354,,,
2020-05-06,3.75,5.6676,,,
2020-05-07,3.0,5.8365,,,
2020-05-08,3.0,5.7653,,,
2020-05-09,3.0,,,,
2020-05-10,3.0,,,,
2020-05-11,3.0,5.7954,,,
2020-05-12,3.0,5.7723,,,
2020-05-13,3.0,5.9022,,,
2020-05-14,3.0,5.9372,,,
2020-05-15,3.0,5.8229,,,
2020-05-16,3.0,,,,
2020-05-17,3.0,,,,
2020-05-18,3.0,5.7375,,,
2020-05-19,3.0,5.7216,,,
2020-05-20,3.0,5.6968,,,
2020-05-21,3.0,5.6019,,,
2020-05-22,3.0,5.5808,,,
2020-05-23,3.0,,,,
2020-05-24,3.0,,,,
2020-05-25,3.0,5.4772,,,
2020-05-26,3.0,5.3707,,,
2020-05-27,3.0,5.2992,,,
2020-05-28,3.0,5.3405,,,
2020-05-29,3.0,5.4263,,,
2020-05-30,3.0,,,,
2020-05-31,3.0,,,,
2020-06-01,3.0,5.3639,0.26,1008392.0,2.06
2020-06-02,3.0,5.2601,,,
2020-06-03,3.0,5.0516,,,
2020-06-04,3.0,5.1041,,,
2020-06-05,3.0,4.9775,,,
2020-06-06,3.0,,,,
2020-06-07,3.0,,,,
2020-06-08,3.0,4.9331,,,
2020-06-09,3.0,4.9057,,,
2020-06-10,3.0,4.8894,,,
2020-06-11,3.0,,,,
2020-06-12,3.0,5.0373,,,
2020-06-13,3.0,,,,
2020-06-14,3.0,,,,
2020-06-15,3.0,5.1883,,,
2020-06-16,3.0,5.1285,,,
2020-06-17,3.0,5.2499,,,
2020-06-18,2.25,5.3468,,,
2020-06-19,2.25,5.3466,,,
2020-06-20,2.25,,,,
2020-06-21,2.25,,,,
2020-06-22,2.25,5.2226,,,
2020-06-23,2.25,5.1705,,,
2020-06-24,2.25,5.2435,,,
2020-06-25,2.25,5.3287,,,
2020-06-26,2.25,5.4629,,,
2020-06-27,2.25,,,,
2020-06-28,2.25,,,,
2020-06-29,2.25,5.4416,,,
2020-06-30,2.25,5.476,,,
2020-07-01,2.25,5.3651,0.36,1017405.0,1.94
2020-07-02,2.25,5.3028,,,
2020-07-03,2.25,5.3374,,,
2020-07-04,2.25,,,,
2020-07-05,2.25,,,,
2020-07-06,2.25,5.3085,,,
2020-07-07,2.25,5.3318,,,
2020-07-08,2.25,5.3482,,,
2020-07-09,2.25,5.2978,,,
2020-07-10,2.25,5.344,,,
2020-07-11,2.25,,,,
2020-07-12,2.25,,,,
2020-07-13,2.25,5.3486,,,
2020-07-14,2.25,5.4288,,,
2020-07-15,2.25,5.3491,,,
2020-07-16,2.25,5.356,,,
2020-07-17,2.25,5.351,,,
2020-07-18,2.25,,,,
2020-07-19,2.25,,,,
2020-07-20,2.25,5.3635,,,
2020-07-21,2.25,5.2283,,,
2020-07-22,2.25,5.1111,,,
2020-07-23,2.25,5.1647,,,
2020-07-24,2.25,5.2146,,,
2020-07-25,2.25,,,,
2020-07-26,2.25,,,,
2020-07-27,2.25,5.1889,,,
2020-07-28,2.25,5.1777,,,
2020-07-29,2.25,5.1395,,,
2020-07-30,2.25,5.1837,,,
2020-07-31,2.25,5.2033,,,
2020-08-01,2.25,,0.24,1025171.0,1.74
2020-08-02,2.25,,,,
2020-08-03,2.25,5.3075,,,
2020-08-04,2.25,5.3329,,,
2020-08-05,2.25,5.276,,,
2020-08-06,2.0,5.3431,,,
2020-08-07,2.0,5.4227,,,
2020-08-08,2.0,,,,
2020-08-09,2.0,,,,
2020-08-10,2.0,5.3933,,,
2020-08-11,2.0,5.4285,,,
2020-08-12,2.0,5.4551,,,
2020-08-13,2.0,5.3801,,,
2020-08-14,2.0,5.3852,,,
2020-08-15,2.0,,,,
2020-08-16,2.0,,,,
2020-08-17,2.0,5.4497,,,
2020-08-18,2.0,5.4659,,,
2020-08-19,2.0,5.4906,,,
2020-08-20,2.0,5.651,,,
2020-08-21,2.0,5.6064,,,
2020-08-22,2.0,,,,
2020-08-23,2.0,,,,
2020-08-24,2.0,5.5954,,,
2020-08-25,2.0,5.5997,,,
2020-08-26,2.0,5.568,,,
2020-08-27,2.0,5.5956,,,
2020-08-28,2.0,5.4679,,,
2020-08-29,2.0,,,,
2020-08-30,2.0,,,,
2020-08-31,2.0,5.4713,,,
2020-09-01,2.0,5.3732,0.64,1039383.0,1.66
2020-09-02,2.0,5.3741,,,
2020-09-03,2.0,5.3079,,,
2020-09-04,2.0,5.2848,,,
2020-09-05,2.0,,,,
2020-09-06,2.0,,,,
2020-09-07,2.0,,,,
2020-09-08,2.0,5.3698,,,
2020-09-09,2.0,5.3024,,,
2020-09-10,2.0,5.2936,,,
2020-09-11,2.0,5.2854,,,
2020-09-12,2.0,,,,
2020-09-13,2.0,,,,
2020-09-14,2.0,5.2984,,,
2020-09-15,2.0,5.2728,,,
2020-09-16,2.0,5.2532,,,
2020-09-17,2.0,5.2593,,,
2020-09-18,2.0,5.2889,,,
2020-09-19,2.0,,,,
2020-09-20,2.0,,,,
2020-09-21,2.0,5.444,,,
2020-09-22,2.0,5.4329,,,
2020-09-23,2.0,5.5311,,,
2020-09-24,2.0,5.5714,,,
2020-09-25,2.0,5.5667,,,
2020-09-26,2.0,,,,
2020-09-27,2.0,,,,
2020-09-28,2.0,5.5858,,,
2020-09-29,2.0,5.6528,,,
2020-09-30,2.0,5.6407,,,
2020-10-01,2.0,5.6441,0.86,1048995.0,1.59
2020-10-02,2.0,5.6464,,,
2020-10-03,2.0,,,,
2020-10-04,2.0,,,,
2020-10-05,2.0,5.6299,,,
2020-10-06,2.0,5.5205,,,
2020-10-07,2.0,5.6018,,,
2020-10-08,2.0,5.62,,,
2020-10-09,2.0,5.5393,,,
2020-10-10,2.0,,,,
2020-10-11,2.0,,,,
2020-10-12,2.0,,,,
2020-10-13,2.0,5.5859,,,
2020-10-14,2.0,5.5675,,,
2020-10-15,2.0,5.6172,,,
2020-10-16,2.0,5.6226,,,
2020-10-17,2.0,,,,
2020-10-18,2.0,,,,
2020-10-19,2.0,5.6023,,,
2020-10-20,2.0,5.583,,,
2020-10-21,2.0,5.6006,,,
2020-10-22,2.0,5.582,,,
2020-10-23,2.0,5.612,,,
2020-10-24,2.0,,,,
2020-10-25,2.0,,,,
2020-10-26,2.0,5.6328,,,
2020-10-27,2.0,5.6491,,,
2020-10-28,2.0,5.7325,,,
2020-10-29,2.0,5.7803,,,
2020-10-30,2.0,5.7718,,,
2020-10-31,2.0,,,,
2020-11-01,2.0,,0.89,1066478.0,1.6
2020-11-02,2.0,,,,
2020-11-03,2.0,5.6895,,,
2020-11-04,2.0,5.6932,,,
2020-11-05,2.0,5.5624,,,
2020-11-06,2.0,5.5313,,,
2020-11-07,2.0,,,,
2020-11-08,2.0,,,,
2020-11-09,2.0,5.2821,,,
2020-11-10,2.0,5.3696,,,
2020-11-11,2.0,5.402,,,
2020-11-12,2.0,5.4094,,,
2020-11-13,2.0,5.4854,,,
2020-11-14,2.0,,,,
2020-11-15,2.0,,,,
2020-11-16,2.0,5.4198,,,
2020-11-17,2.0,5.3968,,,
2020-11-18,2.0,5.2932,,,
2020-11-19,2.0,5.333,,,
2020-11-20,2.0,5.3505,,,
2020-11-21,2.0,,,,
2020-11-22,2.0,,,,
2020-11-23,2.0,5.3828,,,
2020-11-24,2.0,5.4037,,,
2020-11-25,2.0,5.3508,,,
2020-11-26,2.0,5.3201,,,
2020-11-27,2.0,5.3494,,,
2020-11-28,2.0,,,,
2020-11-29,2.0,,,,
2020-11-30,2.0,5.3317,,,
2020-12-01,2.0,5.2789,1.35,1088621.0,1.52
2020-12-02,2.0,5.2267,,,
2020-12-03,2.0,5.1625,,,
2020-12-04,2.0,5.1706,,,
2020-12-05,2.0,,,,
2020-12-06,2.0,,,,
2020-12-07,2.0,5.1018,,,
2020-12-08,2.0,5.092,,,
2020-12-09,2.0,5.1109,,,
2020-12-10,2.0,5.0852,,,
2020-12-11,2.0,5.0691,,,
2020-12-12,2.0,,,,
2020-12-13,2.0,,,,
2020-12-14,2.0,5.0578,,,
2020-12-15,2.0,5.0968,,,
2020-12-16,2.0,5.1057,,,
2020-12-17,2.0,5.0612,,,
2020-12-18,2.0,5.0986,,,
2020-12-19,2.0,,,,
2020-12-20,2.0,,,,
2020-12-21,2.0,5.1572,,,
2020-12-22,2.0,5.1473,,,
2020-12-23,2.0,5.174,,,
2020-12-24,2.0,5.18,,,
2020-12-25,2.0,,,,
2020-12-26,2.0,,,,
2020-12-27,2.0,,,,
2020-12-28,2.0,5.239,,,
2020-12-29,2.0,5.1942,,,
2020-12-30,2.0,5.1967,,,
2020-12-31,2.0,5.1967,,,
2021-01-01,2.0,,0.25,1076339.0,1.67
2021-01-02,2.0,,,,
2021-01-03,2.0,,,,
2021-01-04,2.0,5.1626,,,
2021-01-05,2.0,5.3269,,,
2021-01-06,2.0,5.3182,,,
2021-01-07,2.0,5.3433,,,
2021-01-08,2.0,5.3683,,,
2021-01-09,2.0,,,,
2021-01-10,2.0,,,,
2021-01-11,2.0,5.4966,,,
2021-01-12,2.0,5.4637,,,
2021-01-13,2.0,5.307,,,
2021-01-14,2.0,5.2617,,,
2021-01-15,2.0,5.2714,,,
2021-01-16,2.0,,,,
2021-01-17,2.0,,,,
2021-01-18,2.0,5.2788,,,
2021-01-19,2.0,5.2945,,,
2021-01-20,2.0,5.3033,,,
2021-01-21,2.0,5.3166,,,
2021-01-22,2.0,5.4301,,,
2021-01-23,2.0,,,,
2021-01-24,2.0,,,,
2021-01-25,2.0,5.5089,,,
2021-01-26,2.0,5.3865,,,
2021-01-27,2.0,5.3824,,,
2021-01-28,2.0,5.4282,,,
2021-01-29,2.0,5.4759,,,
2021-01-30,2.0,,,,
2021-01-31,2.0,,,,
2021-02-01,2.0,5.4608,0.86,1088672.0,1.65
2021-02-02,2.0,5.3875,,,
2021-02-03,2.0,5.3423,,,
2021-02-04,2.0,5.391,,,
2021-02-05,2.0,5.3884,,,
2021-02-06,2.0,,,,
2021-02-07,2.0,,,,
2021-02-08,2.0,5.367,,,
2021-02-09,2.0,5.4216,,,
2021-02-10,2.0,5.4024,,,
2021-02-11,2.0,5.3626,,,
2021-02-12,2.0,5.3815,,,
2021-02-13,2.0,,,,
2021-02-14,2.0,,,,
2021-02-15,2.0,,,,
2021-02-16,2.0,,,,
2021-02-17,2.0,5.4138,,,
2021-02-18,2.0,5.4238,,,
2021-02-19,2.0,5.3924,,,
2021-02-20,2.0,,,,
2021-02-21,2.0,,,,
2021-02-22,2.0,5.5044,,,
2021-02-23,2.0,5.449,,,
2021-02-24,2.0,5.4182,,,
2021-02-25,2.0,5.46,,,
2021-02-26,2.0,5.5302,,,
2021-02-27,2.0,,,,
2021-02-28,2.0,,,,
2021-03-01,2.0,5.5832,0.93,1121759.0,1.72
2021-03-02,2.0,5.6844,,,
2021-03-03,2.0,5.7342,,,
2021-03-04,2.0,5.6008,,,
2021-03-05,2.0,5.687,,,
2021-03-06,2.0,,,,
2021-03-07,2.0,,,,
2021-03-08,2.0,5.7343,,,
2021-03-09,2.0,5.8397,,,
2021-03-10,2.0,5.7449,,,
2021-03-11,2.0,5.589,,,
2021-03-12,2.0,5.564,,,
2021-03-13,2.0,,,,
2021-03-14,2.0,,,,
2021-03-15,2.0,5.6296,,,
2021-03-16,2.0,5.5851,,,
2021-03-17,2.0,5.6579,,,
2021-03-18,2.75,5.5474,,,
2021-03-19,2.75,5.5082,,,
2021-03-20,2.75,,,,
2021-03-21,2.75,,,,
2021-03-22,2.75,5.5269,,,
2021-03-23,2.75,5.4951,,,
2021-03-24,2.75,5.533,,,
2021-03-25,2.75,5.6585,,,
2021-03-26,2.75,5.7042,,,
2021-03-27,2.75,,,,
2021-03-28,2.75,,,,
2021-03-29,2.75,5.7925,,,
2021-03-30,2.75,5.7642,,,
2021-03-31,2.75,5.6973,,,
2021-04-01,2.75,5.6849,0.31,1122451.0,1.78
2021-04-02,2.75,,,,
2021-04-03,2.75,,,,
2021-04-04,2.75,,,,
2021-04-05,2.75,5.6579,,,
2021-04-06,2.75,5.6263,,,
2021-04-07,2.75,5.5864,,,
2021-04-08,2.75,5.5817,,,
2021-04-09,2.75,5.6445,,,
2021-04-10,2.75,,,,
2021-04-11,2.75,,,,
2021-04-12,2.75,5.6582,,,
2021-04-13,2.75,5.7064,,,
2021-04-14,2.75,5.6936,,,
2021-04-15,2.75,5.6234,,,
2021-04-16,2.75,5.6328,,,
2021-04-17,2.75,,,,
2021-04-18,2.75,,,,
2021-04-19,2.75,5.575,,,
2021-04-20,2.75,5.5266,,,
2021-04-21,2.75,,,,
2021-04-22,2.75,5.497,,,
2021-04-23,2.75,5.4787,,,
2021-04-24,2.75,,,,
2021-04-25,2.75,,,,
2021-04-26,2.75,5.4566,,,
2021-04-27,2.75,5.4424,,,
2021-04-28,2.75,5.4005,,,
2021-04-29,2.75,5.3662,,,
2021-04-30,2.75,5.4036,,,
2021-05-01,2.75,,0.83,1137096.0,1.81
2021-05-02,2.75,,,,
2021-05-03,2.75,5.4087,,,
2021-05-04,2.75,5.4505,,,
2021-05-05,2.75,5.3872,,,
2021-05-06,3.5,5.2897,,,
2021-05-07,3.5,5.2217,,,
2021-05-08,3.5,,,,
2021-05-09,3.5,,,,
2021-05-10,3.5,5.2227,,,
2021-05-11,3.5,5.2403,,,
2021-05-12,3.5,5.2353,,,
2021-05-13,3.5,5.2815,,,
2021-05-14,3.5,5.2701,,,
2021-05-15,3.5,,,,
2021-05-16,3.5,,,,
2021-05-17,3.5,5.2755,,,
2021-05-18,3.5,5.2588,,,
2021-05-19,3.5,5.2822,,,
2021-05-20,3.5,5.2905,,,
2021-05-21,3.5,5.3027,,,
2021-05-22,3.5,,,,
2021-05-23,3.5,,,,
2021-05-24,3.5,5.3198,,,
2021-05-25,3.5,5.3143,,,
2021-05-26,3.5,5.3164,,,
2021-05-27,3.5,5.284,,,
2021-05-28,3.5,5.2281,,,
2021-05-29,3.5,,,,
2021-05-30,3.5,,,,
2021-05-31,3.5,5.2322,,,
2021-06-01,3.5,5.1636,0.53,1146902.0,1.71
2021-06-02,3.5,5.1147,,,
2021-06-03,3.5,,,,
2021-06-04,3.5,5.0666,,,
2021-06-05,3.5,,,,
2021-06-06,3.5,,,,
2021-06-07,3.5,5.0498,,,
2021-06-08,3.5,5.0489,,,
2021-06-09,3.5,5.0533,,,
2021-06-10,3.5,5.0635,,,
2021-06-11,3.5,5.119,,,
2021-06-12,3.5,,,,
2021-06-13,3.5,,,,
2021-06-14,3.5,5.0707,,,
2021-06-15,3.5,5.0874,,,
2021-06-16,3.5,5.0207,,,
2021-06-17,4.25,5.0359,,,
2021-06-18,4.25,5.0314,,,
2021-06-19,4.25,,,,
2021-06-20,4.25,,,,
2021-06-21,4.25,5.0373,,,
2021-06-22,4.25,5.0178,,,
2021-06-23,4.25,4.9519,,,
2021-06-24,4.25,4.9277,,,
2021-06-25,4.25,4.9206,,,
2021-06-26,4.25,,,,
2021-06-27,4.25,,,,
2021-06-28,4.25,4.942,,,
2021-06-29,4.25,4.945,,,
2021-06-30,4.25,5.0022,,,
2021-07-01,4.25,5.0055,0.96,1146678.0,1.74
2021-07-02,4.25,5.0293,,,
2021-07-03,4.25,,,,
2021-07-04,4.25,,,,
2021-07-05,4.25,5.0749,,,
2021-07-06,4.25,5.1645,,,
2021-07-07,4.25,5.2328,,,
2021-07-08,4.25,5.2587,,,
2021-07-09,4.25,5.2393,,,
2021-07-10,4.25,,,,
2021-07-11,4.25,,,,
2021-07-12,4.25,5.2239,,,
2021-07-13,4.25,5.177,,,
2021-07-14,4.25,5.088,,,
2021-07-15,4.25,5.1,,,
